date,ppg,ecg,spo2
2001-01-01T00:00:06.783469,31,0,0
2001-01-01T00:00:06.800136,29,0,0
2001-01-01T00:00:06.816803,27,0,0
2001-01-01T00:00:06.833470,22,0,0
2001-01-01T00:00:06.850137,20,0,0
2001-01-01T00:00:06.866804,18,0,0
2001-01-01T00:00:06.883471,17,0,0
2001-01-01T00:00:06.900138,15,0,0
2001-01-01T00:00:06.916805,14,0,0
2001-01-01T00:00:06.933472,13,0,0
2001-01-01T00:00:06.950139,12,0,0
2001-01-01T00:00:06.966806,11,0,0
2001-01-01T00:00:06.983473,11,0,0
2001-01-01T00:00:07.000140,12,0,0
2001-01-01T00:00:07.016807,18,0,0
2001-01-01T00:00:07.033474,30,0,0
2001-01-01T00:00:07.050141,39,0,0
2001-01-01T00:00:07.066808,49,0,0
2001-01-01T00:00:07.083475,58,0,0
2001-01-01T00:00:07.100142,66,0,0
2001-01-01T00:00:07.116809,70,0,0
2001-01-01T00:00:07.133476,70,0,0
2001-01-01T00:00:07.150143,68,0,0
2001-01-01T00:00:07.166810,64,0,0
2001-01-01T00:00:07.183477,59,0,0
2001-01-01T00:00:07.200144,54,0,0
2001-01-01T00:00:07.216811,49,0,0
2001-01-01T00:00:07.233478,45,0,0
2001-01-01T00:00:07.250145,42,0,0
2001-01-01T00:00:07.266812,39,0,0
2001-01-01T00:00:07.283479,36,0,0
2001-01-01T00:00:07.300146,34,0,0
2001-01-01T00:00:07.316813,33,0,0
2001-01-01T00:00:07.333480,32,0,0
2001-01-01T00:00:07.350147,38,0,0
2001-01-01T00:00:07.366814,38,0,0
2001-01-01T00:00:07.383481,38,0,0
2001-01-01T00:00:07.400148,38,0,0
2001-01-01T00:00:07.416815,37,0,0
2001-01-01T00:00:07.433482,36,0,0
2001-01-01T00:00:07.450149,34,0,0
2001-01-01T00:00:07.466816,31,0,0
2001-01-01T00:00:07.483483,29,0,0
2001-01-01T00:00:07.500150,26,0,0
2001-01-01T00:00:07.516817,24,0,0
2001-01-01T00:00:07.533484,22,0,0
2001-01-01T00:00:07.550151,20,0,0
2001-01-01T00:00:07.566818,18,0,0
2001-01-01T00:00:07.583485,17,0,0
2001-01-01T00:00:07.600152,12,0,0
2001-01-01T00:00:07.616819,11,0,0
2001-01-01T00:00:07.633486,10,0,0
2001-01-01T00:00:07.650153,9,0,0
2001-01-01T00:00:07.666820,9,0,0
2001-01-01T00:00:07.683487,8,0,0
2001-01-01T00:00:07.700154,9,0,0
2001-01-01T00:00:07.716821,14,0,0
2001-01-01T00:00:07.733488,19,0,0
2001-01-01T00:00:07.750155,29,0,0
2001-01-01T00:00:07.766822,40,0,0
2001-01-01T00:00:07.783489,49,0,0
2001-01-01T00:00:07.800156,62,0,0
2001-01-01T00:00:07.816823,67,0,0
2001-01-01T00:00:07.833490,68,0,0
2001-01-01T00:00:07.850157,66,0,0
2001-01-01T00:00:07.866824,61,0,0
2001-01-01T00:00:07.883491,56,0,0
2001-01-01T00:00:07.900158,50,0,0
2001-01-01T00:00:07.916825,45,0,0
2001-01-01T00:00:07.933492,40,0,0
2001-01-01T00:00:07.950159,37,0,0
2001-01-01T00:00:07.966826,33,0,0
2001-01-01T00:00:07.983493,31,0,0
2001-01-01T00:00:08.000160,29,0,0
2001-01-01T00:00:08.016827,28,0,0
2001-01-01T00:00:08.033494,28,0,0
2001-01-01T00:00:08.050161,29,0,0
2001-01-01T00:00:08.066828,30,0,0
2001-01-01T00:00:08.083495,31,0,0
2001-01-01T00:00:08.100162,37,0,0
2001-01-01T00:00:08.116829,36,0,0
2001-01-01T00:00:08.133496,35,0,0
2001-01-01T00:00:08.150163,34,0,0
2001-01-01T00:00:08.166830,32,0,0
2001-01-01T00:00:08.183497,30,0,0
2001-01-01T00:00:08.200164,27,0,0
2001-01-01T00:00:08.216831,25,0,0
2001-01-01T00:00:08.233498,23,0,0
2001-01-01T00:00:08.250165,21,0,0
2001-01-01T00:00:08.266832,19,0,0
2001-01-01T00:00:08.283499,18,0,0
2001-01-01T00:00:08.300166,16,0,0
2001-01-01T00:00:08.316833,14,0,0
2001-01-01T00:00:08.333500,13,0,0
2001-01-01T00:00:08.350167,9,0,0
2001-01-01T00:00:08.366834,8,0,0
2001-01-01T00:00:08.383501,10,0,0
2001-01-01T00:00:08.400168,14,0,0
2001-01-01T00:00:08.416835,20,0,0
2001-01-01T00:00:08.433502,30,0,0
2001-01-01T00:00:08.450169,40,0,0
2001-01-01T00:00:08.466836,51,0,0
2001-01-01T00:00:08.483503,59,0,0
2001-01-01T00:00:08.500170,62,0,0
2001-01-01T00:00:08.516837,63,0,0
2001-01-01T00:00:08.533504,61,0,0
2001-01-01T00:00:08.550171,60,0,0
2001-01-01T00:00:08.566838,54,0,0
2001-01-01T00:00:08.583505,48,0,0
2001-01-01T00:00:08.600172,43,0,0
2001-01-01T00:00:08.616839,40,0,0
2001-01-01T00:00:08.633506,35,0,0
2001-01-01T00:00:08.650173,33,0,0
2001-01-01T00:00:08.666840,31,0,0
2001-01-01T00:00:08.683507,30,0,0
2001-01-01T00:00:08.700174,30,0,0
2001-01-01T00:00:08.716841,31,0,0
2001-01-01T00:00:08.733508,32,0,0
2001-01-01T00:00:08.750175,33,0,0
2001-01-01T00:00:08.766842,34,0,0
2001-01-01T00:00:08.783509,35,0,0
2001-01-01T00:00:08.800176,34,0,0
2001-01-01T00:00:08.816843,33,0,0
2001-01-01T00:00:08.833510,31,0,0
2001-01-01T00:00:08.850177,29,0,0
2001-01-01T00:00:08.866844,32,0,0
2001-01-01T00:00:08.883511,30,0,0
2001-01-01T00:00:08.900178,28,0,0
2001-01-01T00:00:08.916845,26,0,0
2001-01-01T00:00:08.933512,24,0,0
2001-01-01T00:00:08.950179,22,0,0
2001-01-01T00:00:08.966846,21,0,0
2001-01-01T00:00:08.983513,19,0,0
2001-01-01T00:00:09.000180,18,0,0
2001-01-01T00:00:09.016847,16,0,0
2001-01-01T00:00:09.033514,15,0,0
2001-01-01T00:00:09.050181,16,0,0
2001-01-01T00:00:09.066848,20,0,0
2001-01-01T00:00:09.083515,27,0,0
2001-01-01T00:00:09.100182,36,0,0
2001-01-01T00:00:09.116849,46,0,0
2001-01-01T00:00:09.133516,57,0,0
2001-01-01T00:00:09.150183,65,0,0
2001-01-01T00:00:09.166850,71,0,0
2001-01-01T00:00:09.183517,72,0,0
2001-01-01T00:00:09.200184,70,0,0
2001-01-01T00:00:09.216851,63,0,0
2001-01-01T00:00:09.233518,58,0,0
2001-01-01T00:00:09.250185,54,0,0
2001-01-01T00:00:09.266852,49,0,0
2001-01-01T00:00:09.283519,45,0,0
2001-01-01T00:00:09.300186,41,0,0
2001-01-01T00:00:09.316853,39,0,0
2001-01-01T00:00:09.333520,36,0,0
2001-01-01T00:00:09.350187,33,0,0
2001-01-01T00:00:09.366854,32,0,0
2001-01-01T00:00:09.383521,32,0,0
2001-01-01T00:00:09.400188,33,0,0
2001-01-01T00:00:09.416855,37,0,0
2001-01-01T00:00:09.433522,38,0,0
2001-01-01T00:00:09.450189,39,0,0
2001-01-01T00:00:09.466856,39,0,0
2001-01-01T00:00:09.483523,38,0,0
2001-01-01T00:00:09.500190,37,0,0
2001-01-01T00:00:09.516857,35,0,0
2001-01-01T00:00:09.533524,33,0,0
2001-01-01T00:00:09.550191,30,0,0
2001-01-01T00:00:09.566858,28,0,0
2001-01-01T00:00:09.583525,26,0,0
2001-01-01T00:00:09.600192,24,0,0
2001-01-01T00:00:09.616859,28,0,0
2001-01-01T00:00:09.633526,25,0,0
2001-01-01T00:00:09.650193,24,0,0
2001-01-01T00:00:09.666860,22,0,0
2001-01-01T00:00:09.683527,21,0,0
2001-01-01T00:00:09.700194,21,0,0
2001-01-01T00:00:09.716861,23,0,0
2001-01-01T00:00:09.733528,28,0,0
2001-01-01T00:00:09.750195,36,0,0
2001-01-01T00:00:09.766862,46,0,0
2001-01-01T00:00:09.783529,56,0,0
2001-01-01T00:00:09.800196,67,0,0
2001-01-01T00:00:09.816863,74,0,0
2001-01-01T00:00:09.833530,77,0,0
2001-01-01T00:00:09.850197,77,0,0
2001-01-01T00:00:09.866864,72,0,0
2001-01-01T00:00:09.883531,68,0,0
2001-01-01T00:00:09.900198,63,0,0
2001-01-01T00:00:09.916865,59,0,0
2001-01-01T00:00:09.933532,55,0,0
2001-01-01T00:00:09.950199,51,0,0
2001-01-01T00:00:09.966866,48,0,0
2001-01-01T00:00:09.983533,45,0,0
2001-01-01T00:00:10.000200,67,0,0
2001-01-01T00:00:10.016867,61,0,0
2001-01-01T00:00:10.033534,55,0,0
2001-01-01T00:00:10.050201,49,0,0
2001-01-01T00:00:10.066868,44,0,0
2001-01-01T00:00:10.083535,45,0,0
2001-01-01T00:00:10.100202,41,0,0
2001-01-01T00:00:10.116869,39,0,0
2001-01-01T00:00:10.133536,37,0,0
2001-01-01T00:00:10.150203,36,0,0
2001-01-01T00:00:10.166870,36,0,0
2001-01-01T00:00:10.183537,37,0,0
2001-01-01T00:00:10.200204,37,0,0
2001-01-01T00:00:10.216871,37,0,0
2001-01-01T00:00:10.233538,37,0,0
2001-01-01T00:00:10.250205,36,0,0
2001-01-01T00:00:10.266872,35,0,0
2001-01-01T00:00:10.283539,33,0,0
2001-01-01T00:00:10.300206,31,0,0
2001-01-01T00:00:10.316873,29,0,0
2001-01-01T00:00:10.333540,27,0,0
2001-01-01T00:00:10.350207,24,0,0
2001-01-01T00:00:10.366874,22,0,0
2001-01-01T00:00:10.383541,20,0,0
2001-01-01T00:00:10.400208,17,0,0
2001-01-01T00:00:10.416875,15,0,0
2001-01-01T00:00:10.433542,13,0,0
2001-01-01T00:00:10.450209,14,0,0
2001-01-01T00:00:10.466876,17,0,0
2001-01-01T00:00:10.483543,24,0,0
2001-01-01T00:00:10.500210,33,0,0
2001-01-01T00:00:10.516877,44,0,0
2001-01-01T00:00:10.533544,53,0,0
2001-01-01T00:00:10.550211,64,0,0
2001-01-01T00:00:10.566878,71,0,0
